,age,number_of_time_30_59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_times_90_days_late,number_real_estate_loans_or_lines,number_of_time_60_89_days_past_due_not_worse,number_of_dependents,monthly_income_max,revolving_utilization_of_unsecured_lines_impute,debt_ratio_impute,serious_dlqin_2yrs
141037,8,0,1,8,0,3,0,0,10,0,1,0
34489,7,0,1,3,0,2,0,0,5,0,1,0
111320,0,1,2,0,0,0,0,0,2,4,1,0
79232,3,0,2,5,0,2,0,2,7,1,1,0
108247,2,0,7,0,0,2,0,0,5,4,0,0
135672,8,0,1,5,0,0,0,0,7,4,1,0
30427,5,2,5,8,1,3,0,2,10,7,4,1
851,6,0,3,5,0,1,0,0,7,1,2,0
142710,9,0,0,2,0,0,0,1,4,1,1,0
9135,9,0,7,0,0,1,0,0,2,1,0,0
50329,10,0,0,7,0,0,0,0,9,0,0,0
49992,3,1,1,2,1,0,1,1,4,7,1,1
86775,8,0,1,8,0,1,0,0,10,1,1,0
81315,1,0,0,6,0,0,0,0,8,0,0,0
32232,5,0,1,7,0,1,0,2,9,1,1,0
49348,6,0,1,8,0,2,0,0,10,1,1,0
149758,1,0,1,8,0,2,0,1,10,1,1,0
44697,4,0,1,8,0,1,0,3,10,6,1,0
137836,4,0,1,8,0,2,0,2,10,4,1,0
61579,7,0,4,8,0,2,0,0,10,5,3,0
121421,3,0,2,5,0,1,0,0,7,1,1,0
136031,2,0,1,4,0,0,0,1,5,6,1,0
78568,9,1,1,3,0,0,0,0,5,7,1,1
65644,2,0,7,0,0,1,0,2,4,1,0,0
10363,3,0,0,1,0,0,0,0,2,0,0,0
72813,10,0,7,0,0,1,0,0,4,0,0,0
10021,5,1,5,5,1,3,0,1,7,0,1,0
100072,4,0,1,8,0,1,0,2,10,3,1,0
36920,6,0,1,7,0,1,0,0,9,1,1,0
4683,2,0,1,3,0,0,0,1,5,1,1,0
120769,5,0,7,0,0,1,0,0,2,1,0,0
28429,6,0,6,0,0,0,0,1,1,1,0,0
42998,2,1,2,1,0,0,0,0,2,7,1,0
107868,0,0,1,4,0,0,0,2,5,7,1,0
30054,5,0,1,8,0,2,0,0,10,1,1,0
71235,2,0,2,2,0,0,0,3,4,5,1,0
130536,4,1,2,5,0,2,0,0,7,4,1,0
52225,9,0,1,4,0,0,0,0,6,0,1,0
73449,4,0,1,5,0,2,0,2,7,1,1,0
52585,2,0,2,7,0,1,0,2,9,1,1,0
137332,5,0,2,8,0,2,1,3,10,6,1,0
7286,4,2,5,6,0,2,0,2,8,0,4,0
37506,0,0,1,0,0,0,0,0,1,4,1,0
73134,6,0,1,8,0,2,0,1,10,1,1,0
62050,0,0,1,4,0,1,0,1,6,2,1,0
91097,3,0,1,5,0,0,1,3,7,6,1,0
90326,2,0,1,5,0,0,0,3,7,5,1,0
2552,2,0,1,5,0,1,0,1,7,6,1,0
136852,8,0,0,2,0,0,0,0,4,0,0,0
25254,4,0,3,4,0,0,0,1,6,7,2,0
129149,5,0,3,6,0,2,0,2,8,7,2,0
66827,3,1,4,4,0,0,0,3,5,7,3,1
50931,7,0,5,1,0,1,0,0,2,1,1,0
69151,4,0,4,4,0,0,0,1,6,7,3,0
53472,2,0,1,2,0,0,0,3,4,2,1,0
38495,4,1,5,1,0,2,0,0,2,4,1,1
142414,10,0,7,0,0,2,0,0,2,0,0,0
142981,3,0,5,3,0,1,0,2,5,4,4,0
129996,2,0,0,8,0,0,0,3,10,1,0,0
39181,7,0,7,0,0,1,0,0,2,2,0,0
48852,2,0,5,1,0,2,0,0,2,1,1,1
56174,0,0,1,2,0,0,0,2,4,3,1,0
57682,6,0,1,8,0,0,0,0,10,1,1,0
10714,1,0,1,4,0,0,0,0,5,6,1,0
22657,5,0,5,3,0,0,0,0,5,5,1,0
30852,8,0,0,4,0,0,0,0,5,1,0,0
131034,5,0,1,5,0,1,0,2,7,1,1,0
119578,1,0,3,5,0,2,0,0,7,1,2,0
52824,0,0,0,3,0,0,0,0,5,0,0,0
97775,6,0,6,0,0,0,0,3,1,2,0,0
102664,7,0,1,3,0,0,0,1,5,1,1,0
92917,6,0,6,0,0,0,0,0,1,3,0,0
13375,4,0,5,1,0,1,0,0,3,4,4,0
139491,4,2,2,7,1,2,1,1,9,5,1,1
55508,3,0,1,0,0,0,0,0,2,7,1,0
45697,5,0,1,8,0,0,0,0,10,5,1,0
114170,8,2,4,4,0,1,0,0,6,5,3,0
101958,2,0,1,3,0,0,0,0,5,0,1,0
19638,3,0,3,5,0,1,0,3,7,2,2,0
74236,4,2,5,5,0,2,0,1,7,5,4,0
98305,4,0,7,0,0,2,0,0,4,1,0,0
78988,9,0,5,0,0,1,0,0,2,0,1,0
115347,0,0,0,2,0,0,0,0,4,1,0,0
62461,5,0,7,0,0,1,0,0,3,3,0,0
80109,5,0,5,1,0,1,0,0,2,1,4,0
15985,2,0,4,5,0,2,0,3,7,4,3,1
120042,3,2,5,4,0,1,0,3,6,6,4,0
28241,6,0,1,5,0,0,0,1,7,1,1,0
12597,4,0,0,4,0,0,0,2,5,0,0,0
89922,2,0,1,8,0,0,0,3,10,7,1,1
4556,7,1,6,0,1,0,1,0,1,6,0,0
135544,8,0,4,1,0,1,0,0,2,1,3,0
64219,10,0,7,0,0,1,0,0,5,5,0,0
92620,10,0,6,0,0,0,0,0,0,1,0,0
131747,4,2,5,7,0,3,0,0,9,7,4,0
111662,5,0,6,0,0,0,0,0,6,0,1,0
67181,8,0,1,5,0,1,0,0,7,0,1,0
103986,3,0,5,5,0,1,0,3,7,5,4,1
86963,0,0,5,3,0,1,0,1,5,5,4,0
106426,5,0,1,5,0,1,0,0,7,1,1,0
50499,3,0,6,0,1,0,0,0,1,7,0,0
88228,1,0,1,3,0,0,0,1,5,7,1,0
33451,3,0,2,5,0,1,0,3,7,0,1,0
30361,4,0,7,0,0,1,0,0,4,5,0,0
16888,7,0,7,0,0,1,0,0,3,1,0,0
110413,10,0,3,2,0,1,0,0,4,2,2,0
83586,1,0,2,5,0,1,0,0,7,1,1,0
39667,5,0,1,4,0,0,0,0,5,7,1,0
114744,1,0,1,6,0,1,0,0,8,1,1,0
89761,7,0,3,6,0,2,0,0,8,1,2,0
101749,10,2,1,8,0,1,0,0,10,1,1,1
73727,6,0,0,1,0,0,0,1,3,0,0,0
130326,2,0,1,7,0,1,0,2,9,1,1,0
122328,8,1,0,0,0,0,0,0,0,0,0,0
15976,2,0,1,4,0,0,0,3,6,1,1,0
9367,4,2,4,3,1,2,1,0,5,7,3,1
107346,6,0,1,8,0,1,0,1,10,7,1,0
73167,7,1,7,0,0,2,0,0,2,1,0,0
134322,2,0,1,6,0,2,0,2,8,1,1,0
90168,4,0,4,5,0,2,0,1,7,2,3,0
69436,6,0,1,8,0,2,0,0,10,1,1,0
102980,1,0,3,7,0,2,0,3,9,6,2,0
132229,2,1,2,5,0,1,1,3,7,1,1,0
48149,0,0,0,1,0,0,0,0,3,7,0,0
143895,10,0,1,6,0,1,0,0,8,2,1,0
779,3,0,7,0,0,1,0,0,1,1,0,0
91494,9,0,7,0,0,1,0,0,2,7,0,0
85576,9,0,5,5,0,2,0,0,7,1,1,0
31312,1,0,0,2,1,0,0,0,4,1,0,1
59563,6,0,5,0,0,2,0,2,2,2,1,0
133282,9,0,1,5,0,1,0,0,7,1,1,0
114481,10,0,0,0,0,0,0,0,0,0,0,0
72472,0,0,1,5,0,0,0,0,7,1,1,0
73971,8,0,1,7,0,3,0,0,9,1,1,0
39359,8,0,7,0,0,2,0,0,2,1,0,0
1688,9,0,7,0,0,1,0,2,2,1,0,0
53144,7,0,4,1,0,1,0,0,2,7,3,0
73338,5,0,5,2,0,2,0,0,4,1,4,1
50397,7,0,5,2,0,0,0,0,4,7,4,0
72862,4,0,3,8,0,3,0,1,10,1,2,0
63049,9,0,3,4,0,1,0,0,5,1,2,0
121831,4,0,1,5,0,1,0,2,7,0,1,0
4436,6,1,1,5,0,1,0,0,7,5,1,0
55718,0,0,0,1,0,0,0,1,3,7,1,0
148191,4,0,1,8,0,0,0,0,10,7,1,0
59385,3,0,5,2,0,1,0,0,4,4,4,1
54685,10,0,7,0,0,2,0,0,3,1,0,0
92183,1,0,0,4,0,0,1,0,6,7,0,1
136625,6,0,0,4,0,0,0,0,6,1,0,0
50809,7,0,1,7,0,1,0,1,9,1,1,0
131242,6,0,4,3,0,2,0,3,5,7,3,1
118846,5,0,1,4,0,2,0,0,5,2,1,0
79982,1,0,1,1,0,0,0,0,2,0,1,0
61659,5,0,3,4,0,1,0,0,5,3,2,0
116075,6,0,3,5,0,2,0,2,7,4,2,0
20974,8,0,6,0,0,0,0,0,0,1,0,0
29021,0,0,1,3,0,0,0,0,5,7,1,0
74948,8,0,2,8,0,2,0,3,10,4,1,0
55084,8,0,6,0,0,0,0,0,1,1,0,0
148972,5,0,1,4,0,0,0,0,6,4,1,0
119142,5,1,3,3,0,0,1,0,5,7,2,0
33667,6,0,6,0,0,0,0,0,1,1,0,0
10349,0,0,0,2,0,0,0,0,4,7,0,0
23259,3,1,7,0,0,1,0,0,4,7,0,1
4021,8,0,1,5,0,1,0,1,7,1,1,0
136694,2,1,2,1,0,0,1,3,2,4,1,1
116678,4,0,1,4,0,1,0,3,5,1,1,0
148877,5,0,7,0,0,2,0,0,5,1,0,0
38242,6,2,1,6,1,0,1,0,8,7,1,0
17993,4,0,7,0,0,3,0,0,4,5,0,0
28677,5,0,0,0,0,0,0,0,0,0,0,0
141848,5,0,7,0,0,1,0,0,2,1,0,0
11380,4,0,1,7,0,2,0,2,9,0,1,0
110043,7,0,7,0,0,1,0,0,3,4,0,0
72738,10,0,0,5,0,0,0,0,7,0,0,0
33407,4,0,1,8,0,1,0,2,10,5,1,0
130968,0,0,3,6,0,1,0,3,8,3,2,0
82027,7,0,1,8,0,1,0,0,10,1,1,0
24163,4,0,1,5,0,0,0,0,7,1,1,0
82179,6,0,5,7,0,1,0,2,9,7,1,0
68878,1,0,6,0,0,0,0,0,1,5,0,1
126330,8,0,0,7,0,0,0,0,9,1,0,0
80859,2,0,1,3,0,1,0,0,5,6,1,0
83992,0,0,7,0,0,3,0,1,7,5,0,0
74977,2,0,1,8,0,0,0,0,10,1,1,0
147074,4,0,1,8,0,1,0,0,10,1,1,0
128073,4,0,1,7,0,2,0,0,9,2,1,0
95014,4,1,1,8,0,1,0,1,10,3,1,0
26208,10,0,1,1,0,0,0,0,2,1,1,0
31059,6,1,0,5,1,0,0,0,7,1,0,1
89390,6,0,1,5,0,2,0,3,7,0,1,0
132750,2,0,1,1,0,0,0,1,2,1,1,0
138802,8,0,1,5,0,0,0,2,7,6,1,0
106115,6,1,2,8,0,3,0,2,10,3,1,0
27013,5,0,5,5,0,2,0,1,7,6,4,0
97952,3,0,1,3,0,1,0,0,5,5,1,0
129055,4,0,4,8,0,2,0,3,10,6,3,0
112702,5,0,5,5,0,2,0,1,7,1,4,0
83821,3,1,1,6,0,0,0,2,8,1,1,0
40669,1,0,1,7,0,0,0,1,9,1,1,0
80140,5,0,1,8,0,1,0,2,10,1,1,0
56651,9,0,0,2,0,0,0,0,4,1,0,0
99967,5,2,7,0,0,1,0,1,2,7,0,0
125802,10,1,1,8,0,1,0,2,10,2,1,0
132696,3,0,4,8,0,3,0,0,10,7,3,0
72943,4,2,5,6,0,2,0,2,8,5,4,0
6416,5,0,3,5,0,3,0,3,7,1,2,0
25567,3,0,5,3,0,1,0,2,5,1,4,0
126641,7,0,1,8,0,0,0,1,10,1,1,0
132475,6,0,1,6,0,1,0,0,8,1,1,0
105529,4,0,7,0,0,3,0,0,6,0,0,0
128596,9,0,1,2,0,1,0,2,4,1,1,0
73356,6,0,3,3,0,1,0,0,5,3,2,0
95079,0,0,1,7,0,0,0,0,9,1,1,1
42059,2,1,4,4,0,1,1,1,6,5,3,0
53565,4,0,1,8,0,1,0,2,10,1,1,0
24978,7,0,3,5,0,1,0,0,7,4,2,0
71168,6,0,1,7,0,2,0,0,9,5,1,0
31276,4,0,4,5,0,2,0,0,7,1,3,0
31295,4,0,1,5,0,1,0,0,7,1,1,0
58424,1,0,1,8,0,1,0,0,10,1,1,0
141567,8,2,3,6,1,2,1,0,8,5,2,0
147945,4,0,1,7,0,0,0,3,9,7,1,0
106807,8,0,1,4,0,0,0,0,6,1,1,0
118609,5,2,7,0,1,1,0,0,4,7,0,1
47124,4,1,4,7,0,3,0,3,9,4,3,0
83584,9,0,1,3,0,0,0,0,5,1,1,0
43625,4,0,1,5,0,0,0,3,7,1,1,0
120461,9,0,1,2,0,0,0,0,4,1,1,0
12938,6,0,1,8,0,3,0,1,10,1,1,0
142375,4,0,7,0,0,1,0,0,4,3,0,0
48010,7,0,1,7,0,0,0,1,9,2,1,0
103752,9,0,1,3,0,0,0,2,5,1,1,0
82790,3,0,7,0,0,1,0,0,3,1,0,0
30593,2,0,1,8,0,2,0,3,10,0,1,0
23060,4,0,3,4,0,2,0,1,6,5,2,0
17602,7,0,7,0,0,2,0,0,4,0,0,0
95234,2,0,5,4,0,2,0,0,5,1,4,0
120721,7,0,0,0,0,0,0,0,2,1,0,0
826,3,2,3,4,0,1,0,1,5,1,2,0
116997,4,1,7,0,1,2,1,0,4,7,0,0
118658,2,0,2,5,0,1,0,2,7,0,1,0
11889,8,0,4,8,0,3,0,0,10,1,3,0
51630,8,0,1,3,0,0,0,0,5,1,1,0
147226,0,0,1,2,0,0,0,0,4,7,1,0
105899,9,0,7,0,0,3,0,0,2,1,0,0
91143,0,0,1,5,0,0,0,0,7,6,1,0
49418,3,0,7,0,0,1,0,0,3,1,0,0
50758,3,0,4,5,0,2,0,3,7,1,3,0
87725,4,0,1,3,0,1,0,1,5,1,1,0
72185,2,0,1,8,0,2,0,2,10,1,1,0
75722,2,0,5,0,0,0,0,0,0,0,0,0
109293,5,1,4,3,0,1,1,0,5,7,3,0
88114,10,0,2,5,0,3,0,0,7,0,1,0
50650,5,0,1,8,0,1,0,2,10,1,1,0
51073,8,0,6,0,0,1,0,0,1,0,0,0
77508,3,0,1,4,0,1,0,0,6,1,1,0
139397,4,0,2,5,1,1,0,1,7,3,1,0
93052,9,1,2,7,0,2,0,1,9,1,1,0
906,1,0,7,0,0,1,0,1,2,1,0,0
134632,2,0,1,5,0,1,0,3,7,4,1,0
136929,10,0,1,5,0,0,0,0,7,7,1,0
45845,3,0,3,7,0,3,0,2,9,1,2,0
54213,2,0,1,5,0,1,0,1,7,6,1,0
83626,0,0,0,0,0,0,0,0,1,7,0,0
94756,6,1,0,0,1,0,0,3,0,0,0,1
16026,6,0,4,2,0,2,0,0,4,6,3,0
38673,3,0,0,8,0,0,0,0,10,1,1,0
138147,3,0,1,8,0,1,0,2,10,1,1,0
37841,8,0,6,0,0,0,0,0,1,1,0,0
41361,9,0,5,4,0,2,1,0,6,4,4,1
12739,0,0,1,4,0,0,0,0,5,3,1,0
69533,4,0,7,0,0,3,0,0,7,0,0,0
46099,6,0,1,7,0,2,0,3,9,1,1,0
2240,4,0,1,8,0,1,0,1,10,4,1,0
114093,10,2,5,1,0,1,0,1,2,7,4,0
127481,7,1,1,7,0,2,0,0,9,1,1,0
137875,4,0,5,1,0,1,0,0,2,7,4,1
39288,9,0,6,0,0,0,0,0,1,1,0,0
16410,8,0,1,8,0,1,0,0,10,0,1,0
111892,1,1,7,0,1,3,0,0,4,1,0,0
131473,5,0,5,0,0,0,0,1,1,7,4,0
50479,5,0,1,8,0,2,0,1,10,3,1,0
126916,6,0,1,3,0,0,0,2,5,1,1,0
51532,10,0,0,5,0,0,0,0,7,0,0,0
116782,8,0,1,7,0,2,0,0,9,1,1,0
56883,2,0,4,5,0,1,0,0,7,2,3,0
138194,4,0,1,7,0,1,0,0,9,7,1,0
1536,2,0,1,3,0,1,0,2,5,4,1,0
55722,4,1,1,6,0,1,0,1,8,1,1,0
59719,9,1,0,1,0,0,0,1,2,7,0,0
94672,2,0,2,3,1,1,0,0,5,0,1,0
117931,8,0,1,5,0,1,0,1,7,1,1,0
51681,2,0,1,7,0,2,0,1,9,1,1,0
119861,0,0,6,0,0,0,0,0,0,1,0,0
65549,1,0,4,5,0,1,0,0,7,0,3,0
138402,6,0,7,0,0,2,0,0,2,0,0,0
92526,9,0,6,0,0,0,0,0,1,1,0,0
106549,4,0,4,7,0,3,0,2,9,1,3,0
38625,0,2,0,0,1,0,1,0,0,0,0,0
1015,6,0,7,0,0,0,0,0,4,7,0,0
130732,3,0,3,5,0,3,0,1,7,1,2,0
22329,2,0,1,4,0,0,0,1,6,1,1,1
96098,8,0,5,1,0,3,0,0,2,4,1,0
9726,4,1,3,8,0,1,0,2,10,0,2,0
93553,1,0,5,1,0,1,0,1,2,5,4,0
75346,7,0,0,0,0,0,0,0,0,0,0,0
67236,3,0,4,6,0,2,0,3,8,1,3,0
148660,6,0,1,8,0,1,0,3,10,2,1,0
47456,5,0,6,0,0,0,0,0,0,1,0,0
117736,0,0,1,7,0,0,0,2,9,5,1,0
93701,0,0,0,0,0,0,0,0,1,7,0,0
53738,4,0,4,1,0,1,0,3,3,1,3,0
4837,4,2,4,5,0,2,0,0,7,1,3,0
32166,3,0,7,0,0,3,0,0,7,0,0,0
80362,10,0,0,2,0,0,0,0,4,0,0,0
60853,6,0,7,0,0,0,0,0,5,7,0,0
101850,8,1,3,5,0,1,0,1,7,0,2,0
10926,10,1,1,2,0,0,0,0,4,1,1,0
24409,8,0,6,0,0,0,0,0,1,5,0,0
6235,1,0,6,0,0,0,0,0,0,1,0,0
18041,4,0,1,1,0,0,0,0,2,1,1,0
99190,9,0,3,5,0,2,0,0,7,2,2,0
100872,10,0,0,1,0,0,0,0,2,0,1,0
52113,7,0,1,6,0,1,0,1,8,0,1,0
87319,0,1,6,0,0,0,0,1,1,1,0,0
25672,6,0,7,0,0,1,0,0,2,3,0,0
21399,4,0,1,8,0,2,0,3,10,1,1,0
117414,8,0,0,0,0,0,0,0,0,0,0,0
111553,2,0,2,5,0,0,0,0,7,6,1,0
102091,7,0,1,5,0,2,0,0,7,1,1,0
85908,7,0,6,0,0,1,0,0,1,1,0,0
97769,6,0,1,8,0,3,0,2,10,5,1,0
66672,3,0,2,8,0,2,0,3,10,4,1,0
7638,10,0,0,5,0,0,0,0,7,1,0,0
118323,10,0,1,6,0,0,0,0,8,2,1,0
22202,7,0,5,1,0,2,0,0,2,5,4,0
40137,0,2,1,5,0,0,0,0,7,4,1,0
15044,5,0,1,4,0,1,0,3,6,1,1,0
136336,5,0,5,3,0,2,0,1,5,5,1,1
112214,8,0,1,8,0,2,0,2,10,1,1,0
120126,4,0,7,0,0,3,0,0,3,1,0,0
30491,0,0,1,2,0,0,0,0,4,5,1,0
42454,5,0,1,8,0,1,0,1,10,5,1,0
140916,10,0,0,1,0,0,0,1,2,0,0,0
59589,9,0,1,4,0,1,0,0,6,1,1,0
22422,4,0,5,5,0,2,0,0,7,7,4,0
53005,7,0,0,7,0,1,0,0,9,1,1,0
44630,4,0,1,7,0,1,0,1,9,1,1,0
86734,2,0,2,5,0,0,0,0,7,4,1,0
53078,3,0,1,6,0,0,0,2,8,2,1,0
37507,4,0,4,7,0,2,1,0,9,1,3,0
133040,5,0,1,8,0,2,0,1,10,1,1,0
102015,7,0,1,3,0,0,0,0,5,7,1,0
29998,7,0,3,5,0,1,0,1,7,4,2,0
89178,4,0,1,1,0,0,0,1,2,1,1,0
46026,9,0,3,1,0,1,0,0,2,0,2,0
129038,2,0,5,6,0,2,0,0,8,1,1,1
101465,2,1,5,1,0,1,0,2,2,5,4,0
74757,2,1,1,7,0,0,0,1,9,6,1,0
63518,0,0,1,2,0,0,0,1,4,7,1,0
38138,1,0,3,5,0,1,0,0,7,1,2,0
122771,2,0,6,0,0,0,0,2,1,1,0,0
102861,2,0,5,7,0,3,0,0,9,7,1,0
149924,7,1,7,0,0,1,0,1,5,5,0,1
90704,0,0,4,4,0,1,0,0,5,2,3,0
79855,6,0,2,8,0,3,0,3,10,4,1,0
4269,0,0,0,0,0,0,0,0,1,1,0,0
37842,5,2,1,5,0,0,0,1,7,7,1,1
95583,0,0,5,1,0,2,0,0,2,2,1,1
26811,7,0,0,5,0,0,0,0,7,1,1,0
63579,1,2,1,2,0,0,0,0,4,1,1,0
58954,6,0,1,6,1,1,0,0,8,7,1,0
70490,5,0,1,2,0,1,0,1,4,3,1,0
102136,7,1,1,6,1,0,0,3,8,7,1,0
128894,4,0,6,0,0,0,0,0,0,1,0,0
48971,10,0,6,0,0,0,0,0,0,1,0,0
131223,5,2,4,8,0,3,0,1,10,6,3,0
86163,2,0,1,6,0,0,0,3,8,2,1,0
124152,3,0,1,4,0,1,0,2,5,4,1,0
2603,4,1,6,0,0,0,0,1,1,2,0,0
107701,10,0,6,0,0,0,0,0,1,1,0,0
18390,9,0,1,8,0,1,0,0,10,1,1,0
5525,4,1,5,6,0,3,0,0,8,6,4,0
122932,6,1,1,4,0,1,0,0,6,6,1,0
103258,4,0,2,5,0,1,0,2,7,1,1,0
149767,2,0,1,3,0,1,0,0,5,0,1,0
17871,5,0,7,0,0,1,0,0,2,0,0,0
104089,0,0,6,0,0,0,0,0,0,4,0,1
143460,10,0,1,6,0,1,0,0,8,0,1,0
147380,6,0,2,4,0,0,0,1,5,7,1,1
4851,0,0,7,0,0,2,0,0,2,1,0,0
119616,7,0,3,4,0,2,0,0,6,1,2,0
117955,2,0,1,7,0,1,0,2,9,0,1,0
51664,8,0,5,1,0,1,0,1,3,2,1,0
66317,4,0,1,6,0,2,0,1,8,7,1,0
400,8,0,6,0,0,1,0,0,1,1,0,0
50889,4,0,1,8,0,2,0,3,10,1,1,0
106399,6,0,1,6,0,0,0,1,8,1,1,0
55306,6,0,5,5,0,2,0,2,7,4,1,0
8465,4,0,3,7,0,1,0,2,9,6,2,0
95482,8,0,5,5,0,1,0,0,7,5,4,0
14116,3,0,0,2,0,0,0,1,4,1,0,0
74904,5,0,0,5,0,0,0,0,7,1,0,0
13325,6,0,3,8,0,3,0,1,10,4,2,0
97930,8,0,3,1,0,1,0,0,3,0,2,0
116449,5,0,1,2,0,1,0,0,4,1,1,0
56022,4,2,1,8,0,0,1,1,10,6,1,0
95922,10,0,5,2,0,1,0,0,4,3,4,0
97234,3,0,0,7,0,0,0,1,9,1,0,0
27979,8,0,6,0,0,0,0,0,0,1,0,0
76516,4,0,0,7,0,0,0,0,9,1,0,0
37297,6,1,1,8,0,3,0,1,10,2,1,0
78234,5,0,1,7,0,1,0,0,9,0,1,0
104756,7,0,4,6,0,2,0,2,8,1,3,0
140647,5,0,3,8,0,2,0,0,10,5,2,0
149152,8,1,7,0,0,2,0,0,2,1,0,0
99628,6,2,6,0,0,0,0,0,0,1,0,0
119172,4,0,7,0,0,1,0,0,2,1,0,0
148279,0,0,0,2,0,0,0,0,4,3,1,0
65463,9,0,6,0,0,0,0,0,0,7,0,0
19654,1,1,4,3,0,2,0,2,5,4,3,0
26563,4,0,6,0,0,1,0,0,1,7,0,0
88133,5,0,6,0,0,0,0,0,0,1,0,0
31284,1,0,1,6,0,2,0,2,8,5,1,0
137791,3,0,5,1,0,1,0,3,2,3,4,0
85657,4,0,5,1,0,2,0,0,2,3,4,0
90194,4,0,4,5,0,2,0,3,7,4,3,0
12232,6,0,1,8,0,1,0,0,10,1,1,0
36881,5,1,3,8,0,3,0,2,10,1,2,0
9814,3,0,2,6,0,2,0,1,8,1,1,0
43772,6,0,1,2,0,1,0,0,4,0,1,0
108699,6,0,7,0,0,1,0,3,2,0,0,0
131241,2,0,6,0,0,0,0,0,1,5,0,0
105363,8,1,1,7,0,1,0,0,9,5,1,0
44936,2,0,1,5,0,2,0,0,7,4,1,0
124744,1,0,1,5,0,1,0,0,7,3,1,0
56402,1,0,0,3,0,0,0,0,5,1,0,0
45556,9,0,4,5,0,1,0,2,7,2,3,0
87228,4,1,2,5,0,1,0,2,7,6,1,0
29102,6,0,7,0,0,2,0,0,4,1,0,0
78233,10,0,6,0,0,0,0,0,0,1,0,0
112832,3,0,1,8,0,2,1,0,10,0,1,0
113531,3,1,0,1,0,0,0,0,2,7,0,0
42397,5,0,1,4,0,1,0,0,6,1,1,0
144047,7,0,0,2,0,0,0,0,4,1,1,0
72086,4,0,2,5,0,1,0,1,7,1,1,0
79784,4,0,7,0,0,1,0,0,3,7,0,0
124408,3,0,0,2,0,0,0,1,3,1,0,0
44779,6,0,3,1,0,0,0,2,3,4,2,0
120336,4,0,4,2,0,1,0,0,4,1,3,0
99357,4,0,5,6,0,3,0,1,8,6,1,1
88241,9,0,1,2,0,0,0,0,3,1,1,0
126723,2,0,3,7,0,3,0,3,9,0,2,0
30592,0,0,7,0,0,1,0,0,2,2,0,0
73656,3,0,7,0,0,2,0,0,5,2,0,0
4864,8,2,5,0,1,1,0,0,2,1,1,1
28558,9,0,7,0,0,1,0,0,2,0,0,0
53285,6,2,3,5,0,2,0,1,7,3,2,0
25875,8,0,1,3,0,1,0,0,5,1,1,0
107797,1,0,3,5,0,2,0,1,7,5,2,0
138974,8,0,6,0,0,0,0,0,0,1,0,0
50711,2,1,3,2,0,1,0,1,3,1,2,0
137846,7,0,3,5,0,0,0,0,7,5,2,0
24583,2,0,1,7,0,1,0,2,9,0,1,0
139942,6,0,3,7,0,2,0,2,9,1,2,0
116833,0,0,1,5,0,1,0,0,7,1,1,0
50750,2,0,1,5,0,0,0,2,7,3,1,0
126547,2,0,1,8,0,1,0,0,10,1,1,0
101580,10,0,6,0,0,0,0,0,0,1,0,0
93912,0,0,0,0,0,0,0,0,1,7,0,0
51476,8,2,1,8,0,3,1,0,10,1,1,0
20827,2,0,2,5,0,1,0,3,7,0,1,0
38527,1,1,5,3,0,1,0,0,5,4,4,0
57391,3,1,4,5,0,2,1,3,7,4,3,0
9453,8,0,5,4,0,3,0,0,6,3,4,0
77808,8,0,2,1,0,1,0,0,2,1,1,0
31836,4,1,1,7,0,2,0,2,9,5,1,0
99402,10,0,6,0,0,0,0,0,0,1,0,0
72940,2,0,4,4,1,1,0,2,6,7,3,0
14207,2,0,5,2,0,1,0,0,4,7,4,1
55105,10,0,1,0,0,0,0,0,2,1,1,0
49125,0,0,2,1,1,0,1,1,2,4,1,0
148739,10,0,0,3,0,0,0,0,5,0,0,0
69819,8,0,6,0,0,1,0,0,1,1,0,0
37585,9,0,6,0,0,0,0,0,1,1,0,0
54270,0,0,3,5,0,2,0,3,7,4,2,0
40733,1,0,5,0,0,1,0,0,2,3,1,0
3447,5,0,7,0,0,1,0,1,2,1,0,0
48478,2,0,2,7,0,2,0,1,9,1,1,0
107458,7,0,4,8,0,3,0,0,10,1,3,0
48083,0,0,1,1,0,0,0,1,3,1,1,0
124141,6,0,4,5,0,3,0,1,7,1,3,0
148618,10,1,1,5,0,1,0,0,7,1,1,0
43423,2,0,5,3,0,1,0,0,5,5,1,0
47557,2,0,2,5,0,1,0,1,7,3,1,0
98353,4,0,1,6,0,0,0,1,8,3,1,0
6270,7,0,7,0,0,3,0,0,7,0,0,0
45933,3,0,5,1,0,1,0,1,2,1,4,0
104177,3,0,6,0,0,0,0,0,0,1,0,0
99573,9,0,1,6,0,1,0,0,8,1,1,0
69587,4,0,7,0,0,0,0,1,1,1,0,0
2205,8,0,4,6,0,2,0,1,8,1,3,0
145224,10,0,6,0,0,1,0,1,1,1,0,0
95176,6,0,1,3,0,0,0,0,5,5,1,0
13758,4,0,1,7,0,2,0,2,9,4,1,0
126109,7,0,5,2,0,2,0,0,4,1,4,0
144464,2,0,1,5,0,2,0,1,7,1,1,0
102914,8,0,3,5,0,2,0,1,7,1,3,0
139798,6,0,6,0,0,0,0,0,0,0,0,0
9888,10,0,5,2,0,1,0,0,4,5,4,0
37700,1,0,5,3,0,1,0,0,5,0,4,0
26508,4,0,5,6,0,2,0,0,8,5,4,0
